12263,BCS 223,VISION AND THE EYE,4,TR,1105,1220,MEL,269,30,HUNTER J,
12272,BCS 232,ARTIFICIAL INTELLIGENCE,4,TR,940,1055,DEWEY,1101,No Cap,FERGUSON G,
12291,BCS 236,MACHINE VISION,4,TR,1230,1345,CSB,601,No Cap,LUO J,
12309,BCS 244,NEUROETHOLOGY,4,MWF,1025,1115,GAVET,312,No Cap,MILLER R,
12314,BCS 245,SENSORY & MOTOR NEUROSCIENCE,4,TR,1105,1220,B&L,106,No Cap,DEANGELIS G,
12323,BCS 246,BIOLOGY OF MENTAL DISORDERS,4,TR,940,1055,MOREY,321,No Cap,MILLER R; LANGFITT J,
77971,BCS 247,TOPICS IN COMPUTATIONAL NEUROSCIENCE,4,MW,1525,1640,MOREY,502,No Cap,HAEFNER R,
77958,BCS 248,NEUROECONOMICS,4,TR,1400,1515,LCHAS,121,No Cap,HAYDEN B,
12337,BCS 249,DEVELOPMENTAL NEUROBIOLOGY,4,MW,1230,1345,MOREY,525,No Cap,WINES-SAMUELS,
12346,BCS 259,LANGUAGE DEVELOPMENT,4,TR,1230,1345,MEL,221,No Cap,KURUMADA C,
12358,BCS 261,LANGUAGE USE & UNDERSTANDING,4,MW,1525,1640,LCHAS,163,No Cap,BIBYK S,
12360,BCS 264,SIGNED LANGUAGE STRUCTURE,4,MW,1230,1345,MEL,366,No Cap,TOURANGEAU N,
12371,BCS 265,LANGUAGE & THE BRAIN,4,TR,1400,1515,B&L,269,No Cap,RAIZADA R,
12385,BCS 310,SENIOR SEMINAR,2,R,1650,1930,MEL,269,20,KIDD C,
12392,BCS 310,SENIOR SEMINAR,2,MW,1150,1305,RCBI,2A224,20,RAIZADA R,
12406,BCS 311,HONORS SEMINAR,2,MW,1150,1305,RCBI,2A224,No Cap,RAIZADA R,
12419,BCS 311,HONORS SEMINAR,2,R,1650,1930,MEL,269,No Cap,KIDD C,
12422,BCS 390,SUPERVISED TEACHING,0,TBA,,,,,No Cap,,
12464,BCS 391,INDEPENDENT STUDY,0,TBA,,,,,No Cap,,
12529,BCS 391W,INDEPENDENT STUDY,0,TBA,,,,,No Cap,,
12530,BCS 395,INDEPENDENT RESEARCH,0,TBA,,,,,No Cap,,
12608,BCS 491,MASTER'S READINGS,0,TBA,,,,,No Cap,,
12613,BCS 493,MASTER'S SPECIAL TOPICS,0,TBA,,,,,No Cap,,
